provincia,localidad,empresabandera,precio,mes,anio,latitud,longitud,geojson,region
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1252,6,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1238,5,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1193,1,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1655,12,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1558,11,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1340,6,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1484,10,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
BUENOS AIRES,LOMAS DEL MIRADOR,PUMA,1225,5,2025,-34658476,-58529443,"{""type"":""Point"",""coordinates"":[-58.529443,-34.658476]}",Centro
RIO NEGRO,SIERRA GRANDE,PUMA,1020,3,2025,-4160707,-6535383,"{""type"":""Point"",""coordinates"":[-65.35383,-41.60707]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,PUMA,1047,4,2025,-4160707,-6535383,"{""type"":""Point"",""coordinates"":[-65.35383,-41.60707]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,PUMA,952,1,2025,-4160707,-6535383,"{""type"":""Point"",""coordinates"":[-65.35383,-41.60707]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,PUMA,978,1,2025,-4160707,-6535383,"{""type"":""Point"",""coordinates"":[-65.35383,-41.60707]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,PUMA,1026,5,2025,-4160707,-6535383,"{""type"":""Point"",""coordinates"":[-65.35383,-41.60707]}",Cuyo/Comahue
CHUBUT,GOBERNADOR COSTA,PUMA,1020,3,2025,-44050662,-70583041,"{""type"":""Point"",""coordinates"":[-70.583041,-44.050662]}",Patagonia
CHUBUT,GOBERNADOR COSTA,PUMA,1047,4,2025,-44050662,-70583041,"{""type"":""Point"",""coordinates"":[-70.583041,-44.050662]}",Patagonia
CHUBUT,GOBERNADOR COSTA,PUMA,997,2,2025,-44050662,-70583041,"{""type"":""Point"",""coordinates"":[-70.583041,-44.050662]}",Patagonia
CHUBUT,GOBERNADOR COSTA,PUMA,1194,1,2025,-44050662,-70583041,"{""type"":""Point"",""coordinates"":[-70.583041,-44.050662]}",Patagonia
CHUBUT,GOBERNADOR COSTA,PUMA,962,1,2025,-44050662,-70583041,"{""type"":""Point"",""coordinates"":[-70.583041,-44.050662]}",Patagonia
CHUBUT,GOBERNADOR COSTA,PUMA,1026,5,2025,-44050662,-70583041,"{""type"":""Point"",""coordinates"":[-70.583041,-44.050662]}",Patagonia
BUENOS AIRES,EL TALAR,PUMA,1284,4,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1366,7,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1367,8,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1473,10,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1684,12,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1190,1,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1247,6,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1234,2,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1562,11,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1259,3,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1253,5,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,EL TALAR,PUMA,1233,5,2025,-3447597,-5866318,"{""type"":""Point"",""coordinates"":[-58.66318,-34.47597]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1299,4,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1475,9,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1299,6,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1412,8,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1697,12,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1254,2,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1577,11,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1289,5,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1281,3,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1211,1,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1509,10,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1524,10,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1588,11,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1479,9,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1546,10,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1460,8,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1364,6,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,LUJAN,SHELL C.A.P.S.A.,1637,11,2025,-34557095,-59035694,"{""type"":""Point"",""coordinates"":[-59.035694,-34.557095]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1190,2,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1214,3,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1234,4,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1209,5,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1322,8,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1382,9,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1439,10,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1511,11,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1619,12,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1227,6,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1362,8,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1191,2,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1213,3,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1320,7,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1464,10,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1643,12,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1251,6,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1282,7,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1410,9,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1523,11,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1210,5,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1213,5,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1419,9,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1559,11,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1314,6,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1483,10,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1314,7,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1587,11,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1371,8,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,SAN MARTIN,PUMA,1496,10,2025,-34561286,-58588248,"{""type"":""Point"",""coordinates"":[-58.588248,-34.561286]}",Centro
BUENOS AIRES,LA PLATA,SHELL C.A.P.S.A.,1185,1,2025,-3494349,-57991692,"{""type"":""Point"",""coordinates"":[-57.991692,-34.94349]}",Centro
BUENOS AIRES,LA PLATA,SHELL C.A.P.S.A.,1283,5,2025,-3494349,-57991692,"{""type"":""Point"",""coordinates"":[-57.991692,-34.94349]}",Centro
BUENOS AIRES,LA PLATA,SHELL C.A.P.S.A.,1236,2,2025,-3494349,-57991692,"{""type"":""Point"",""coordinates"":[-57.991692,-34.94349]}",Centro
SANTA FE,FIRMAT,BLANCA,1450,2,2025,-3346387,-6149651,"{""type"":""Point"",""coordinates"":[-61.49651,-33.46387]}",Centro
SANTA FE,FIRMAT,BLANCA,1360,1,2025,-3346387,-6149651,"{""type"":""Point"",""coordinates"":[-61.49651,-33.46387]}",Centro
ENTRE RIOS,CHAJARI,AXION,1215,2,2025,-308185,-5804425,"{""type"":""Point"",""coordinates"":[-58.04425,-30.8185]}",Centro
ENTRE RIOS,CHAJARI,AXION,1241,3,2025,-308185,-5804425,"{""type"":""Point"",""coordinates"":[-58.04425,-30.8185]}",Centro
ENTRE RIOS,CHAJARI,AXION,1200,1,2025,-308185,-5804425,"{""type"":""Point"",""coordinates"":[-58.04425,-30.8185]}",Centro
BUENOS AIRES,LA PLATA,AXION,1226,2,2025,-34934754,-57930919,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",Centro
BUENOS AIRES,LA PLATA,AXION,1251,3,2025,-34934754,-57930919,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",Centro
BUENOS AIRES,LA PLATA,AXION,1268,4,2025,-34934754,-57930919,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",Centro
BUENOS AIRES,LA PLATA,AXION,1243,5,2025,-34934754,-57930919,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",Centro
BUENOS AIRES,LA PLATA,AXION,1200,1,2025,-34934754,-57930919,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",Centro
BUENOS AIRES,LA PLATA,AXION,1202,1,2025,-34934754,-57930919,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",Centro
BUENOS AIRES,LA PLATA,AXION,1249,5,2025,-34934754,-57930919,"{""type"":""Point"",""coordinates"":[-57.930919,-34.934754]}",Centro
BUENOS AIRES,LA PLATA,AXION,1249,2,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1288,4,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1259,5,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1341,8,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1499,11,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1269,3,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1274,6,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1289,7,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1659,12,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1224,1,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1459,10,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1269,6,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1509,11,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1419,9,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1679,12,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1349,8,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1549,11,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1479,10,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1322,6,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1319,7,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1565,11,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1383,8,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1439,9,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1629,11,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
BUENOS AIRES,LA PLATA,AXION,1409,8,2025,-34883186,-57992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}",Centro
CHACO,RESISTENCIA,AXION,1292,3,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1379,7,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1249,1,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1433,8,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1589,10,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1263,2,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1524,9,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1534,9,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1409,7,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1364,6,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1554,9,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1475,8,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1273,2,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1719,11,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
CHACO,RESISTENCIA,AXION,1503,8,2025,-2746301,-5897305,"{""type"":""Point"",""coordinates"":[-58.97305,-27.46301]}",NEA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1204,1,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1260,2,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1285,3,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1314,4,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1299,5,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1314,6,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1578,10,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1465,8,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1380,6,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,SHELL C.A.P.S.A.,1226,1,2025,-2779833,-6427723,"{""type"":""Point"",""coordinates"":[-64.27723,-27.79833]}",NOA
MENDOZA,LAS CATITAS,AXION,1240,4,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1215,5,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1311,8,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1364,9,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1469,11,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1419,10,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1219,5,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1639,12,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1489,11,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1439,10,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1659,12,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1519,11,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1449,10,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1629,12,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1539,11,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1339,8,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1399,9,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,LAS CATITAS,AXION,1619,11,2025,-3784097,-5824857,"{""type"":""Point"",""coordinates"":[-58.24857,-37.84097]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1150,2,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1172,3,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1193,4,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1485,11,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1619,12,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1169,5,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1185,6,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1281,8,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1430,10,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
