provincia,localidad,empresabandera,precio,mes,anio,latitud,longitud,geojson,region
CAPITAL FEDERAL,CAPITAL FEDERAL,SHELL C.A.P.S.A.,1442,9,2025,-3462397,-5846459,"{""type"":""Point"",""coordinates"":[-58.46459,-34.62397]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,SHELL C.A.P.S.A.,1397,8,2025,-3462397,-5846459,"{""type"":""Point"",""coordinates"":[-58.46459,-34.62397]}",Centro
CHACO,LAS BREÑAS,BLANCA,1229,2,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1252,3,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1274,4,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1334,7,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1499,9,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1569,11,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1249,5,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1266,6,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1204,1,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1379,8,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1760,12,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1529,10,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1599,11,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1400,8,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1477,9,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1619,11,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1252,5,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1421,8,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1491,9,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1499,10,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1629,11,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1429,8,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1399,6,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1367,7,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1649,11,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1499,9,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1699,11,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1490,8,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,LAS BREÑAS,BLANCA,1510,9,2025,-27092,-6107706,"{""type"":""Point"",""coordinates"":[-61.07706,-27.092]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1289,2,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1314,3,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1334,4,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1499,9,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1599,11,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1249,1,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1323,5,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1338,6,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1339,7,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1262,1,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1379,8,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1529,10,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1784,12,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1610,11,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1400,8,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1477,9,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1639,11,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1540,10,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1798,12,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1579,10,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1421,8,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1491,9,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1499,10,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1429,8,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1652,11,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1399,6,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1369,7,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1669,11,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1499,9,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1714,11,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1490,8,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1510,9,2025,-27225825,-61186991,"{""type"":""Point"",""coordinates"":[-61.186991,-27.225825]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1289,2,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1314,3,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1334,4,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1606,9,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1249,1,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1323,5,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1338,6,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1410,7,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1452,8,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1262,1,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1599,10,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1784,12,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1610,11,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1639,11,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1798,12,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1456,8,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1652,11,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1561,9,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1399,6,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1438,7,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1669,11,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1479,8,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1568,9,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1529,8,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1714,11,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
CHACO,CHARATA,SHELL C.A.P.S.A.,1591,8,2025,-27227198,-61177663,"{""type"":""Point"",""coordinates"":[-61.177663,-27.227198]}",NEA
SANTA FE,ROSARIO,BLANCA,1316,3,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1339,4,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1523,9,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1653,11,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1786,12,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1237,1,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1290,2,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1359,6,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1472,8,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1326,3,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1799,12,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1599,10,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1669,11,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1620,10,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1692,11,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1557,9,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1269,1,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1580,9,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1699,11,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1422,6,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1447,7,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1595,9,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
SANTA FE,ROSARIO,BLANCA,1499,8,2025,-3300995,-6063555,"{""type"":""Point"",""coordinates"":[-60.63555,-33.00995]}",Centro
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1314,3,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1337,4,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1531,9,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1341,6,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1777,12,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1289,2,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1394,7,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1429,8,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1599,11,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1253,1,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1572,10,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1632,11,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1450,8,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1583,10,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1656,11,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1699,11,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1549,9,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1487,8,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1408,6,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1415,7,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1517,8,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
CORRIENTES,CORRIENTES,SHELL C.A.P.S.A.,1743,11,2025,-2747526,-5879819,"{""type"":""Point"",""coordinates"":[-58.79819,-27.47526]}",NEA
ENTRE RIOS,CRESPO,AXION,1243,1,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1272,2,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1297,3,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1318,4,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1292,5,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1308,6,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1402,8,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1499,10,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1569,11,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1339,7,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1519,10,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1299,6,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1489,9,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1729,12,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1549,10,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1629,11,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1719,12,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1379,7,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1364,6,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1439,8,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1699,11,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,CRESPO,AXION,1473,8,2025,-3203306,-6030972,"{""type"":""Point"",""coordinates"":[-60.30972,-32.03306]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1246,1,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1334,4,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1448,8,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1531,9,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1338,6,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1257,1,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1289,2,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1314,3,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1323,5,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1491,8,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1554,9,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1399,6,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1427,7,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
ENTRE RIOS,LA PAZ,SHELL C.A.P.S.A.,1517,8,2025,-30749805,-59580639,"{""type"":""Point"",""coordinates"":[-59.580639,-30.749805]}",Centro
SANTA FE,SANTA FE,SHELL C.A.P.S.A.,1246,1,2025,-31645887,-60698429,"{""type"":""Point"",""coordinates"":[-60.698429,-31.645887]}",Centro
SANTA FE,SANTA FE,SHELL C.A.P.S.A.,1289,2,2025,-31645887,-60698429,"{""type"":""Point"",""coordinates"":[-60.698429,-31.645887]}",Centro
SANTA FE,SANTA FE,SHELL C.A.P.S.A.,1314,3,2025,-31645887,-60698429,"{""type"":""Point"",""coordinates"":[-60.698429,-31.645887]}",Centro
SANTA FE,SANTA FE,SHELL C.A.P.S.A.,1333,4,2025,-31645887,-60698429,"{""type"":""Point"",""coordinates"":[-60.698429,-31.645887]}",Centro
SANTA FE,SANTA FE,SHELL C.A.P.S.A.,1322,5,2025,-31645887,-60698429,"{""type"":""Point"",""coordinates"":[-60.698429,-31.645887]}",Centro
